	kernel1	kernel2	kernel3	kernel4	kernel5	kernel6	kernel7	stride1	stride2	stride3	stride4	stride5	stride6	stride7	cross-validation-avg-r2
706	6	38	2	34	24	40	18	2	2	3	5	4	5	7	0.5057076682848978
707	26	32	32	32	4	38	14	3	4	2	4	7	8	7	0.49411028803690393
708	40	16	12	32	34	40	38	5	3	2	6	7	7	4	0.47581247048131087
709	24	32	8	8	20	34	10	7	2	2	3	3	7	7	0.49035897402377365
710	4	36	30	12	22	38	28	3	2	4	4	4	6	3	0.5212721078361757
711	36	34	28	36	16	40	30	4	2	2	5	4	7	7	0.4948909625832684
712	28	14	16	32	2	20	36	2	2	2	4	6	2	2	0.5249463236565984
713	8	28	12	34	24	36	36	2	3	3	2	6	6	7	0.4896543953401626
714	32	16	22	38	32	28	6	2	3	2	4	5	8	7	0.519974594508468
715	12	12	36	36	38	34	36	3	2	2	5	7	7	4	0.4810680080777728
716	38	26	16	30	8	18	4	3	2	2	5	6	6	6	0.4997767052038342
717	26	10	16	8	14	36	30	2	5	2	6	4	6	3	0.4838193758110136
718	2	24	22	6	22	36	18	2	4	2	2	4	6	8	0.4988234452766559
719	2	4	12	10	30	20	34	3	2	2	5	2	8	5	0.50440906791184
720	4	4	10	14	12	30	34	3	2	2	3	7	7	5	0.5160261689317163
721	26	20	10	16	10	38	12	4	2	2	4	5	5	4	0.5179679777961745
722	18	18	24	6	14	40	28	2	2	2	4	4	4	4	0.527195187025198
723	24	8	22	32	26	26	36	2	2	2	3	5	5	4	0.5225624838766226
724	4	2	14	36	26	38	32	4	2	2	2	8	7	4	0.48260488643047394
725	2	10	22	36	12	20	34	3	3	2	2	4	6	6	0.5053167072021737
726	36	28	26	28	8	34	32	3	4	2	7	4	7	3	0.4963230918067659
727	32	34	12	40	18	32	36	3	2	2	5	4	6	6	0.524700462693575
728	8	30	30	6	22	20	28	2	2	2	3	2	8	5	0.5268022318340706
729	20	32	6	38	16	24	34	2	2	2	4	4	7	7	0.5250010845600814
730	20	10	10	12	38	30	8	3	3	2	4	5	4	2	0.5067917967573735
731	4	10	38	8	28	30	22	3	2	3	7	4	7	3	0.4523940508059848
732	18	4	4	24	24	38	36	2	2	2	8	5	7	4	0.5190870468585351
733	14	26	12	22	14	38	20	5	2	2	2	8	7	7	0.5050936636038036
734	40	12	10	38	4	32	6	3	3	3	2	3	7	3	0.4813994815815408
735	20	24	36	34	6	36	20	2	4	3	6	2	7	7	0.49841398123442054
736	2	10	22	26	40	26	12	3	2	3	4	6	3	4	0.5045602908231914
737	10	28	40	28	2	34	12	3	3	4	6	3	7	3	0.496389264755638
738	36	16	28	8	28	36	28	2	4	3	2	6	7	3	0.47441617585101814
739	36	40	32	38	16	30	2	2	3	3	4	7	6	4	0.4972014939608474
740	24	16	34	10	26	28	4	3	3	2	3	3	7	5	0.4991669074373979
741	28	10	22	34	36	34	38	2	2	4	3	7	7	6	0.5249112599591382
742	24	34	16	34	2	10	32	4	2	3	2	2	8	3	0.48925265730560086
743	8	32	12	38	34	22	30	3	2	3	6	4	7	3	0.4629481511212301
744	30	4	8	40	36	16	38	2	4	2	4	5	7	3	0.4860186918873974
745	8	38	14	32	20	38	16	2	2	2	3	7	7	2	0.47482084666844365
746	6	36	4	20	20	28	40	3	2	4	6	5	6	3	0.4377991517243273
747	12	6	14	30	30	22	38	3	3	2	3	6	7	3	0.48175146839404825
748	4	28	4	34	34	36	22	2	2	2	3	6	4	5	0.5219210729982204
749	14	36	26	8	24	38	40	3	2	2	2	6	7	3	0.5184834598144772
750	18	10	16	30	14	22	6	3	2	3	3	6	8	3	0.4949079558981049
751	10	30	4	18	30	36	6	3	4	2	3	2	8	3	0.48945262159584296
752	8	30	36	32	28	26	12	2	3	3	4	6	8	5	0.49684017808774594
753	8	28	14	38	26	18	36	2	2	5	7	2	8	4	0.4737947497296028
754	20	14	26	38	16	20	32	3	2	3	2	7	7	2	0.49294770624435685
755	20	30	16	24	12	40	4	4	3	2	4	5	7	2	0.4969755898169487
756	22	24	2	26	32	32	14	3	3	3	3	4	6	2	0.4685367061805857
757	28	34	16	32	26	36	34	4	2	3	6	2	7	3	0.5127999181447163
758	22	28	24	38	38	28	16	2	4	2	8	5	7	2	0.5044967642940782
759	2	20	32	28	36	38	20	3	4	5	4	8	8	3	0.4886292207065001
760	30	36	26	36	6	12	30	2	3	2	5	7	8	3	0.4895641280744268
761	20	16	10	10	40	36	2	2	3	4	4	3	8	5	0.4730700769740373
762	12	38	32	40	40	34	38	3	3	3	3	7	7	8	0.4840295541888676
763	10	4	20	22	34	18	40	3	2	3	6	3	7	2	0.4956204290923035
764	20	20	10	10	38	32	36	2	2	4	3	8	7	6	0.4891569565944551
765	16	6	4	12	32	28	34	4	2	2	3	5	7	3	0.5051252064683742
766	4	36	18	6	8	8	18	3	3	3	4	3	8	3	0.5042387464244038
767	12	36	34	20	22	34	38	2	2	4	7	4	8	3	0.5213129820634284
768	10	10	4	40	4	40	30	2	2	2	3	5	7	6	0.5157288855487812
769	4	8	30	40	8	24	34	2	5	5	3	2	4	4	0.4316294612298414
770	6	14	32	30	36	28	10	2	2	3	4	4	5	3	0.5061260236763061
771	6	20	38	30	8	28	26	5	2	3	2	5	7	3	0.4917382888557651
772	6	24	10	38	4	14	18	3	2	2	3	4	7	4	0.5238791842118385
773	4	24	2	32	8	28	14	4	4	3	5	3	5	5	0.47047499872185544
774	14	30	8	10	2	40	4	7	5	5	5	3	3	5	0.375072659840773
775	38	26	14	40	22	24	26	7	7	3	3	3	3	7	0.3949997664518661
776	24	14	10	16	10	30	34	7	7	8	2	5	2	6	0.30855735164167825
777	12	38	6	18	8	34	6	6	5	4	4	2	3	6	0.3999830781321974
778	2	28	16	34	30	4	14	6	8	3	8	6	6	5	0.3752311226488558
779	24	10	10	16	20	36	10	6	7	5	8	6	7	7	0.31610270611769714
780	34	26	26	34	30	10	20	8	7	4	6	4	4	6	0.35805543871544704
781	18	30	2	14	8	6	10	5	5	6	3	7	2	6	0.3527665738588985
782	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5353408769149265
783	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5353408769149265
784	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5353408769149265
785	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5353408769149265
786	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5353408769149265
787	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5353408769149265
788	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5353408769149265
789	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5350242708212137
790	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5353408769149265
791	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5353408769149265
792	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5344933315813034
793	40	40	40	40	40	40	40	2	2	2	2	2	2	2	0.5344933315813034
794	34	2	30	16	32	28	18	7	4	4	4	4	5	2	0.3739006969064718
795	26	26	38	20	20	18	22	7	8	2	7	9	5	12	0.3105344570678551
796	28	18	18	20	28	28	36	3	2	1	3	8	8	7	0.5228818905259969
797	38	36	10	8	14	34	22	8	7	1	1	7	7	2	0.47879184108421147
798	36	24	28	14	32	40	28	2	1	2	2	11	12	13	0.525458815553527
799	34	8	6	14	14	2	30	9	15	12	8	9	2	9	0.1588281166709945
800	32	22	8	8	8	4	12	8	14	15	2	4	3	10	0.1601797440899189
801	34	6	12	10	22	34	30	4	5	3	4	13	9	6	0.5024345621323679
802	28	26	30	14	38	32	34	1	1	2	8	4	2	3	0.5206964040730334
803	20	12	30	34	28	40	28	3	6	8	2	11	15	5	0.3015023383591583
804	16	8	6	22	8	4	10	6	10	9	7	10	14	9	0.30686934272528626
805	24	28	14	32	30	20	8	1	9	2	3	7	2	4	0.5239670175051873
806	38	38	32	16	18	36	8	6	3	1	6	11	2	6	0.45920748615668217
807	30	8	30	28	34	36	6	7	5	2	6	6	8	11	0.4537649686667481
808	26	22	22	16	24	6	28	1	8	2	3	3	4	8	0.4362285658700441
809	18	26	12	20	34	32	36	5	5	3	4	8	2	9	0.3898500752673504
810	36	10	20	24	38	28	18	2	4	5	3	5	13	14	0.3705010750939904
811	34	26	32	8	32	36	16	5	3	2	5	6	15	1	0.4625071974274003
812	22	10	14	16	40	24	4	3	7	6	4	11	12	15	0.28198027840480244
813	32	36	16	16	12	28	24	10	15	10	3	14	3	8	0.4590031244750101
814	22	12	24	6	36	20	24	13	1	13	5	2	6	10	0.41048900968248553
815	30	26	2	6	26	8	38	14	3	6	9	13	10	9	0.30285255678800493
816	22	12	4	28	38	12	14	14	1	3	2	10	12	11	0.4417476314239839
817	36	40	2	24	4	32	22	6	3	10	15	7	6	13	0.3316248076828159
818	14	18	10	10	14	36	8	2	10	6	4	5	9	6	0.2385910030461875
819	18	12	10	8	16	8	20	2	3	2	3	9	3	9	0.4099480605304271
820	16	24	10	40	38	8	8	1	9	1	6	8	6	15	0.4385232650654323
821	22	22	14	20	36	40	38	1	7	4	3	10	11	9	0.43082285118053665
822	2	20	10	26	10	6	18	5	5	6	3	3	4	10	0.33663508401755754
823	30	14	6	8	34	26	4	8	14	15	9	5	6	7	0.15138259601662293
824	30	36	6	12	12	34	32	4	2	1	4	6	14	4	0.5060552384554832
825	16	38	18	12	38	24	36	3	12	1	7	10	3	13	0.3953387374819507
826	24	20	4	4	4	36	32	5	14	2	14	1	9	15	0.31361996582114365
827	14	16	28	6	32	18	4	14	13	8	6	11	5	6	0.16813307361274107
828	32	18	20	14	30	4	40	2	2	8	3	1	9	8	0.36349837637584
829	4	16	6	6	40	22	10	1	4	6	3	4	1	15	0.3843717686384316
830	18	28	14	28	32	4	20	5	5	6	3	4	5	5	0.39668540607845226
831	22	22	24	2	26	38	38	8	9	3	5	2	9	9	0.3055754264709634
832	30	8	36	38	34	4	24	2	5	4	8	5	10	6	0.5216741070796189
833	20	4	32	12	28	28	22	5	3	11	6	10	8	14	0.3237672943845852
834	16	8	8	14	22	4	28	2	3	2	2	8	10	8	0.5025266716198279
835	26	6	26	24	36	6	10	3	4	8	5	11	5	7	0.3414711384931764
836	34	6	26	8	26	18	28	4	6	5	2	7	5	10	0.49893364713703153
837	36	12	20	14	36	28	22	3	3	3	1	10	11	9	0.5002533255212622
838	26	14	10	24	32	6	28	4	7	12	2	5	2	10	0.4960873364791152
839	40	16	4	22	38	34	2	5	2	6	7	7	7	13	
840	30	8	28	38	32	36	24	11	9	12	3	4	12	9	0.21375583895923336
841	38	4	34	2	26	32	20	2	4	1	8	6	11	12	0.5021334005182665
842	34	28	14	30	12	18	12	4	5	2	6	3	14	6	0.4068323574332144
843	40	8	40	30	20	4	28	11	10	7	9	5	9	5	0.19517193910576455
844	30	2	4	26	34	32	16	7	4	3	2	3	13	11	0.45380972842955664
845	38	2	16	32	36	8	12	7	2	10	3	12	4	13	0.37150751565761
846	38	22	8	18	36	16	30	7	2	2	4	10	12	11	0.4608631499182252
847	38	14	30	14	36	36	24	2	1	10	2	13	1	9	0.521796073881522
848	8	28	26	28	26	2	14	11	2	4	3	9	8	1	0.4077002792773309
849	26	28	34	38	8	32	18	8	3	5	3	3	11	3	0.3698873067584599
850	38	8	2	28	26	10	38	3	2	2	2	2	15	6	0.5001860227477246
851	30	40	6	28	36	12	32	13	4	4	2	7	10	4	0.3353407804418163
852	38	6	10	16	26	14	38	5	1	2	6	6	10	9	0.44594570140450096
853	34	6	12	38	32	20	10	14	2	4	7	3	15	3	0.38663810816960287
854	10	24	6	24	38	12	30	6	3	8	5	3	8	3	0.4319058679512537
855	12	28	10	8	30	30	36	4	2	2	5	9	6	3	0.44561162042977664
856	36	4	30	30	24	12	20	8	8	1	4	3	6	4	0.3148879752339348
857	14	6	32	32	36	20	22	1	1	2	2	14	13	7	0.519934962900312
858	38	6	32	14	26	10	26	3	4	2	13	2	8	14	0.4289677106053507
859	26	14	24	20	38	6	10	5	1	3	10	7	3	1	0.4836441965334292
860	38	2	34	40	32	28	32	1	2	1	2	2	8	4	0.5257030107113843
861	20	30	14	14	30	6	8	2	2	4	7	4	12	14	0.32919340817081516
862	12	8	8	34	16	22	16	2	3	4	4	2	9	4	0.39589680309075376
863	30	18	6	34	18	38	4	5	4	2	6	10	5	11	0.39300339597466233
864	40	32	2	32	34	4	14	3	6	2	3	9	6	4	0.3803139946097344
865	32	10	22	8	38	22	10	2	5	2	1	3	14	5	0.4784617291464437
866	22	22	12	38	34	22	8	3	1	5	12	14	7	12	0.383308925713628
867	12	26	6	28	40	26	30	1	5	1	3	8	12	6	0.40845308628422133
868	40	18	32	8	24	30	20	3	1	4	1	9	12	12	0.46794726513459384
869	26	8	26	36	40	8	12	2	3	1	1	13	10	5	0.5197943656439751
870	32	36	40	30	30	2	8	6	2	2	6	3	12	9	0.4550657532223441
871	38	38	4	2	12	18	26	1	2	6	4	2	5	1	0.519392831783804
872	30	14	8	26	34	14	6	6	2	3	3	7	12	2	0.4410650980089793
873	32	10	4	34	40	30	6	13	1	4	2	12	6	12	0.4516484167269704
874	6	18	24	6	26	30	6	6	2	2	5	14	13	4	0.4494732920890924
875	30	30	10	40	36	16	38	2	9	4	4	2	1	2	0.3091234951358563
876	36	30	14	16	18	20	10	2	2	4	4	7	8	14	0.4035182806665986
877	34	16	10	14	24	20	36	2	1	2	5	1	9	4	0.46364055732827736
878	30	10	6	30	12	20	8	2	6	1	2	6	7	5	0.4764219317377721
879	40	20	10	8	22	30	26	2	1	2	5	8	7	5	0.5247681997312574
880	30	16	40	28	38	10	22	4	4	4	2	3	6	15	0.4008058263119935
881	32	30	38	34	8	14	10	14	1	2	3	3	6	11	0.4436302451019809
882	14	2	18	30	20	14	6	7	1	2	3	8	11	15	0.4471811935352285
883	22	28	24	22	38	4	14	10	2	8	4	11	7	3	0.3863557536803165
884	26	12	38	16	38	28	16	2	1	2	3	5	15	9	0.5231743956991806
885	14	40	28	12	34	22	4	8	2	2	4	3	3	11	0.4611166877622757
886	32	28	8	22	24	20	28	5	2	1	5	5	12	3	0.5015251976328414
887	34	20	30	40	24	32	30	3	1	1	4	5	12	2	0.5269849797401653
888	34	28	16	18	38	14	16	5	2	6	6	5	12	11	0.4067647665526619
889	32	4	18	18	34	6	30	8	2	6	1	9	6	12	0.4712775896246851
890	16	22	30	34	20	8	26	1	1	2	4	2	14	9	0.5136870809511659
891	22	10	14	38	36	20	16	2	4	6	5	15	11	12	0.4670109232585427
892	4	34	2	10	38	6	28	1	4	2	1	2	3	4	0.4910134325752033
893	34	38	24	8	36	28	28	3	5	4	3	4	3	9	0.38063674435485045
894	30	28	4	4	40	30	22	4	5	4	2	4	4	13	0.3210697183404463
895	26	32	28	4	28	24	28	4	5	6	2	2	12	2	0.4262816348067936
896	12	38	16	4	38	20	20	10	1	1	2	13	2	2	0.4699795673970584
897	34	24	28	30	32	2	24	4	4	4	3	5	8	13	0.5064577676261228
898	24	20	36	26	26	14	36	2	1	4	1	10	8	2	0.5228211477086862
899	38	2	12	30	34	26	14	7	7	1	5	9	14	13	0.3350127251478619
900	32	16	10	20	40	18	12	5	3	1	7	5	9	11	0.4807505154296698
901	34	4	16	34	26	6	6	1	2	3	4	12	5	11	0.522080748585739
902	34	24	26	16	32	26	26	5	6	4	4	7	12	8	0.37258162812022655
903	30	26	34	18	32	16	34	6	4	2	2	11	8	11	0.4579747815385289
904	30	10	28	30	40	6	32	4	6	4	4	4	10	8	0.5063776123215411
905	16	24	32	38	30	10	6	10	3	2	2	15	7	14	0.3966806722818368
906	34	22	14	30	40	12	6	5	1	1	3	3	2	10	0.4649183604027909
907	14	24	22	28	36	4	16	4	4	2	3	8	6	13	0.48458884366013866
908	22	22	10	4	38	28	34	3	5	7	10	15	13	14	0.24402178826287876
909	32	10	18	34	38	10	34	6	1	2	4	6	1	5	0.4563107099658121
910	14	4	14	30	36	10	10	1	2	6	4	15	13	10	0.441330647136876
911	32	36	10	16	38	24	32	6	1	7	4	12	5	11	0.4756092000165855
912	28	34	36	12	36	4	26	7	1	3	6	2	10	8	0.4826727540860255
913	40	34	22	24	40	8	4	3	2	2	3	12	4	5	0.5201146210554389
914	18	14	12	38	36	36	32	10	2	2	2	3	10	2	0.4464910388262114
915	20	4	14	30	30	32	40	5	2	1	7	3	9	2	0.4894013596623462
916	14	20	20	10	38	30	30	3	3	2	9	8	14	1	0.42636146291316046
917	20	6	12	36	32	26	24	3	1	7	2	14	8	8	0.5224923120911921
918	20	12	28	28	36	2	12	2	2	3	7	14	11	2	0.36269056293643054
919	36	4	14	26	36	38	34	3	2	6	3	2	15	6	0.4061916218211976
920	16	10	24	20	40	30	14	2	4	6	8	9	5	7	0.2952780882546628
921	36	8	6	30	34	34	12	3	4	2	7	9	10	11	0.48882868094946413
922	28	16	36	8	38	24	30	11	5	3	10	4	10	4	0.27855474056927004
923	32	18	36	8	36	38	10	3	6	5	7	14	11	1	0.3140323794391872
924	30	24	8	12	34	14	36	2	6	4	2	4	9	9	0.4405205507884936
925	30	14	36	6	38	8	4	3	5	4	2	12	5	10	0.3883861010451009
926	10	18	18	22	26	30	20	1	5	1	6	5	14	5	0.43967444722513394
927	32	22	14	10	36	28	38	2	6	2	4	6	13	13	0.5211093499522097
928	12	30	24	28	34	32	22	6	4	4	1	11	10	4	0.4130087399341116
929	18	32	12	6	32	28	20	3	1	5	3	10	4	7	0.3784843817460364
930	32	30	32	24	32	32	14	12	2	2	2	9	6	3	0.4039003183995524
931	12	10	30	22	40	16	6	6	2	4	4	2	14	11	0.4345974905090352
932	20	38	38	18	28	10	18	5	2	1	6	12	7	10	0.5015333068740039
933	6	22	8	6	36	24	24	1	5	5	6	12	13	5	0.3043561069671378
934	12	26	10	12	38	8	34	6	1	2	3	7	11	4	0.4814520894605838
935	34	8	4	10	38	36	24	4	2	2	5	13	4	5	0.4422883604674722
936	16	10	20	22	40	18	4	4	2	3	2	8	14	4	0.4707198679586779
937	32	12	12	10	38	30	26	4	3	1	12	12	15	3	0.4522475964242201
938	30	18	12	18	38	36	8	4	2	3	12	10	10	6	0.3778686256957938
939	32	16	22	4	36	36	32	2	6	5	7	3	8	5	0.339868243687891
940	26	30	14	10	38	36	24	7	2	3	6	13	6	2	0.4776698712423234
941	20	18	18	4	38	30	24	1	4	5	9	5	14	1	0.4869422347970882
942	14	16	28	14	36	38	20	2	2	10	4	11	13	13	0.3555618215233081
943	40	36	34	2	32	28	36	4	1	2	6	10	14	11	0.3886611553212048
944	38	18	32	4	36	36	16	1	3	6	3	6	14	14	0.5228264631979574
945	20	2	30	10	34	30	10	3	3	2	4	10	8	5	0.4485816692755379
946	12	34	10	36	24	18	26	1	5	1	1	10	8	2	0.404533955923792
947	24	6	10	28	38	16	36	2	1	4	4	6	2	6	0.43569017260127374
948	12	30	20	4	36	36	22	3	1	1	12	11	11	2	0.5187113939347436
949	28	8	32	10	40	28	2	5	2	1	10	11	14	5	0.495114814305924
950	36	10	24	32	38	14	32	3	7	3	2	11	15	10	0.3527996687209153
951	36	22	22	26	26	36	20	4	1	1	4	7	7	9	0.5033295062874669
952	2	12	12	16	32	22	38	5	5	2	2	13	7	4	0.4683263592949408
953	14	4	14	14	34	40	28	8	3	4	2	11	10	5	0.4530191619937574
954	32	12	32	18	38	6	26	5	4	5	1	12	5	3	0.4063636449913188
955	38	14	6	28	34	10	34	5	5	3	11	14	10	13	0.27121218299248484
956	10	26	24	34	38	4	26	5	3	4	3	14	14	6	0.4578151297503958
957	20	6	32	14	38	36	14	2	7	2	3	4	5	8	0.4044284181775882
958	34	6	26	14	32	4	40	6	2	1	1	14	8	13	0.48472366350382895
959	24	2	24	2	24	12	14	3	3	4	7	14	12	11	0.42567709241680496
960	30	8	2	8	18	26	18	2	3	3	6	12	4	1	0.3435428922687681
961	38	20	26	8	34	26	14	7	5	2	6	12	12	12	0.37154971749301896
962	28	6	18	12	36	24	24	6	2	6	7	13	3	4	0.3681293773584477
963	40	16	10	4	40	4	30	7	5	9	10	9	5	4	0.45672956131253795
964	12	40	28	16	12	10	22	6	9	13	14	8	5	12	0.2137206537064048
965	8	12	6	12	8	12	4	14	7	8	4	11	14	2	0.23145794304102424
966	32	24	30	10	10	30	22	13	6	2	10	9	3	9	0.2915249546277168
967	6	16	26	26	38	34	6	13	3	4	8	3	7	15	0.35682243941760405
968	12	36	2	14	8	28	20	9	8	3	2	7	13	15	0.251191734246295
969	36	10	12	10	30	20	30	3	1	1	7	8	3	6	0.5246774743114937
970	26	38	24	10	16	8	6	10	13	8	3	5	5	12	0.19351950929485928
971	38	26	6	8	30	24	18	1	3	5	8	14	3	4	0.43320632128268094
972	22	16	20	30	26	8	20	9	7	15	3	2	7	10	0.18856497838144207
973	30	26	24	34	16	34	40	4	13	9	12	9	2	11	0.30967216071022324
974	36	22	14	20	10	34	18	11	14	11	14	5	11	11	0.19066825818065844
975	36	16	12	22	30	22	36	9	2	6	8	9	4	10	0.37587439641061854
976	24	6	20	16	38	18	10	1	3	12	5	13	14	13	0.52282859585579
977	10	28	14	20	26	22	34	14	7	14	6	6	1	6	0.4020469479070769
978	4	4	20	22	38	24	26	4	2	7	10	3	15	14	0.3683394244040398
979	8	16	34	26	10	8	36	4	6	4	7	12	9	6	0.33227923535862397
980	22	16	4	36	38	32	28	12	7	14	8	11	8	8	0.1982717292916538
981	22	28	18	14	38	34	30	8	1	10	4	10	2	4	0.4153728010060492
982	24	40	8	4	4	16	4	5	1	5	4	4	14	10	0.40441773618478005
983	30	40	10	14	28	24	18	5	8	1	12	11	2	8	0.3911221264945029
984	20	22	28	28	28	4	4	3	8	6	9	7	7	5	0.2780525224379161
985	28	32	34	36	12	28	22	4	8	5	9	8	3	6	0.3733980972708797
986	10	14	26	30	38	28	40	10	7	5	13	2	3	11	0.23095800878093808
987	16	20	24	32	28	10	20	4	9	2	6	6	8	2	0.4973173442010237
988	28	22	16	22	22	14	38	9	4	3	6	2	3	12	0.3978663587127213
989	18	30	2	14	8	6	10	7	9	3	4	12	15	5	0.3143296927992994
990	24	4	12	16	20	32	34	1	8	8	8	2	8	0	0.3052821590430288
991	8	16	26	8	30	38	22	4	8	1	3	4	1	5	0.4036909302306444
992	4	30	24	26	34	32	6	5	1	4	6	0	1	4	0.5050430668977987
993	28	10	20	6	24	4	26	2	7	6	5	0	7	4	0.3634429671466577
994	8	20	20	38	6	16	20	5	3	2	1	0	6	2	0.4597099025671759
995	4	36	8	30	6	10	10	7	7	3	3	3	8	4	0.3881044341310602
996	26	28	18	38	28	8	28	4	4	0	0	3	8	6	0.44483473509960775
997	18	34	36	38	36	6	8	6	3	5	2	4	6	1	0.4551716516215442
998	20	36	14	28	12	2	4	7	1	4	5	4	6	6	0.476768969866687
999	32	34	28	38	32	4	20	3	4	4	1	3	7	1	0.5152286934221266
1000	2	34	28	38	24	6	24	5	6	6	1	4	5	4	0.45574630868319616
1001	22	16	16	28	26	2	10	6	8	2	1	4	8	5	0.4595612315804663
1002	2	38	18	18	12	22	16	5	7	0	3	6	5	3	0.44390561331550366
1003	20	40	16	18	30	10	18	5	5	2	2	1	6	4	0.4170532640306134
1004	8	34	16	38	34	12	2	2	6	6	1	4	7	6	0.492174918086239
1005	14	30	26	32	28	22	18	8	7	0	0	4	5	6	0.33812171199591284
1006	8	28	30	6	32	4	16	2	4	0	5	1	7	6	0.4716111715712878
1007	10	24	38	34	22	4	4	5	7	1	6	4	7	4	0.44568661841599944
1008	8	32	24	30	18	14	22	8	4	4	3	1	6	0	0.42504116879765913
1009	20	28	8	18	14	14	22	8	4	2	3	4	4	6	0.40665570188645295
1010	6	34	10	36	16	12	30	5	4	5	0	6	8	7	0.4642200693764058
1011	4	34	34	2	6	8	24	7	2	6	7	7	4	4	0.4218718548031015
1012	10	18	30	16	28	4	18	5	6	7	3	7	6	6	0.4481957422922859
1013	12	26	32	24	32	34	26	7	6	1	4	7	5	5	0.35516155579962366
1014	8	32	36	38	6	8	24	8	4	3	2	2	5	7	0.41199298544815144
1015	8	38	8	26	20	6	14	5	6	4	2	3	8	4	0.4079261052196911
1016	4	38	4	36	12	14	24	6	7	5	4	4	4	6	0.45913752616204584
1017	24	30	6	36	16	12	24	6	8	3	2	8	7	4	0.288631430176676
1018	2	26	10	12	6	10	6	6	4	2	0	6	6	5	0.448670114960821
1019	16	22	14	36	22	36	14	5	5	1	1	7	5	4	0.46840198798974103
1020	20	36	26	14	26	20	20	6	4	5	4	1	7	7	0.4493311034439243
1021	16	20	34	38	26	22	32	7	6	0	2	3	7	6	0.33990347906271723
1022	24	22	10	6	14	12	6	8	7	4	4	7	7	6	0.4542033998984355
1023	34	24	40	16	12	2	24	7	7	1	4	8	5	5	0.38605179913116383
1024	2	16	34	18	30	20	14	7	4	0	1	4	1	5	0.42523747448179344
1025	24	36	26	30	8	10	34	4	5	3	0	3	4	5	0.49399048891389136
1026	16	2	24	22	16	4	4	4	5	7	8	5	2	6	0.27465713943376563
1027	12	32	24	30	18	38	36	8	3	3	1	5	4	6	0.39939804200244783
1028	12	16	10	28	16	8	32	3	7	3	3	1	2	2	0.3181260004454251
1029	30	30	32	34	32	4	22	5	2	6	4	8	4	8	0.41874920362956913
1030	2	30	26	22	32	6	14	4	8	3	5	2	3	3	0.38369718360506494
1031	4	34	10	28	20	14	30	2	8	1	4	2	7	5	0.4650705613239973
1032	12	8	10	22	24	14	10	6	2	2	3	5	6	1	0.44711977896472654
1033	34	10	4	28	16	26	6	6	6	4	4	4	4	6	0.29714647127338994
1034	24	8	22	26	32	36	6	2	5	1	5	1	2	2	0.44745233535824774
1035	10	30	30	12	4	36	18	5	6	2	6	2	7	6	0.3900988415472313
1036	6	26	8	34	36	28	30	6	8	7	3	4	2	6	0.2424357598965828
1037	32	18	8	30	26	32	22	4	7	1	4	8	7	5	0.41717629775307513
1038	34	22	8	28	36	10	10	5	6	6	8	1	6	5	0.3032692098968312
1039	22	36	30	14	36	28	26	8	4	7	2	8	4	8	0.4042339252292643
1040	26	26	12	16	18	2	18	7	2	6	7	2	8	0	0.3924068456674915
1041	16	36	30	2	22	10	34	6	3	6	4	5	3	6	0.4464158507470583
1042	32	30	32	6	34	26	28	7	2	0	5	3	7	8	0.47345162239220223
1043	16	30	30	30	10	6	18	4	6	7	3	2	0	0	0.28285296008325544
1044	10	32	14	16	40	12	24	3	2	7	6	2	7	5	0.5170410379642028
1045	6	8	40	8	4	36	40	2	6	6	6	8	3	0	0.3205966023178159
1046	22	38	34	32	26	14	20	8	5	5	3	3	3	1	0.34027634827191156
1047	10	30	8	34	26	12	6	2	4	5	5	7	1	8	0.349775033945378
1048	8	12	38	18	32	38	8	5	4	5	7	2	3	4	0.3384334924292416
1049	32	20	24	36	18	10	36	4	5	2	3	3	3	3	0.5017365616626929
1050	2	32	12	36	38	30	22	5	5	7	3	7	4	5	0.34269732000748926
1051	24	8	24	4	24	28	22	8	6	7	4	4	1	3	0.24378938351245927
1052	20	8	40	32	12	28	36	5	5	7	3	6	5	2	0.48019479628872674
1053	18	18	8	26	22	12	4	5	3	6	5	7	3	7	0.3293878617548473
1054	12	8	32	4	20	4	16	5	8	6	1	4	6	3	0.2813399999907196
1055	8	14	34	32	20	12	32	4	1	4	6	6	2	8	0.3909975416652064
1056	22	8	38	22	26	12	34	3	1	7	6	1	1	4	0.3676832539373034
1057	10	14	36	8	36	36	40	6	7	1	5	5	2	5	0.44234260141674586
1058	26	6	14	10	12	22	10	4	7	5	0	5	6	6	0.36940571545752504
1059	12	28	32	28	12	8	30	4	8	6	2	2	1	7	0.2861548254170307
1060	10	10	10	36	18	24	6	5	2	0	6	7	2	7	0.469565373383385
1061	6	38	6	36	30	6	26	3	5	5	7	2	1	2	0.3238696234597297
